what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331294868524
started,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1.4.1.v20101119-2230,"org.eclipse.gmf.runtime.diagram.ui.resources.editor",1331294868530
started,bundle,org.eclipse.papyrus.core.adaptor.gmf,0.8.1.v201109161105,"org.eclipse.papyrus.core.adaptor.gmf",1331294868530
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1331294868594
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331294868675
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331294869917
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331294912850
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331294915993
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331294915993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331295004855
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1331295088046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331295178410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331295179111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331297606053
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1331297688142
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331297692544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331297693847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331297701580
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1331297703761
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331297704083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331297740488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331297740991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331297745166
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331297745269
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331297750514
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331297754680
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331297789526
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331297799648
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1331297802003
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1331297802016
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1331297802210
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1331297802248
started,bundle,org.eclipse.php.server.core,3.0.0.v20110516-1100,"org.eclipse.php.server.core",1331297802286
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1331297802511
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331297803111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331297803195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331297832276
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331297835291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331297835371
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331297984555
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331297993954
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1331298024636
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331298024933
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331298024987
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1331298027656
error,log,,,"Unable to create menu item ""com.aptana.terminal.commands.openTerminal"", command ""com.aptana.terminal.commands.openTerminal"" not defined",1331298027899
started,bundle,org.python.pydev.parser,2.4.0.2012020116,"org.python.pydev.parser",1331298029670
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331298029747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331298031724
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1331298031777
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331298031826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1331298059412
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331298060050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331298061351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331298061405
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1331298065641
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331298065987
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331298066031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331298073031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331298075424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331298075494
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331298087768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331298088600
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331298117362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331298118436
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331298119997
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331298134596
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331298140082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331298176105
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331301147521
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331301149541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331301150832
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331301151070
started,bundle,org.eclipse.papyrus.sasheditor.di,0.8.1.v201109161105,"org.eclipse.papyrus.sasheditor.di",1331301151736
error,log,,,"Unexpected Error",1331301151740
error,log,,,"Unexpected Error",1331301151742
started,bundle,org.eclipse.draw2d,3.7.1.v20110830-1143,"org.eclipse.draw2d",1331301151750
started,bundle,org.eclipse.emf.workspace,1.5.1.v20110823-1800,"org.eclipse.emf.workspace",1331301151770
